191__a,71020a,65117a,71127a,65007a,245__,246__,246__(2),246__(3),079__,269__,coverage,500__,020__a,022__a,en_id,fr_id,es_id,ru_id,dl
E/NL.1953/29-30,Argentina,ARGENTINA,,NARCOTIC DRUGS,"$a Argentina :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Argentine :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1953-01-01 0:00:00,1945-01-01 00:00:00||1946-01-01 00:00:00,,,,419327,418914,,,n
E/NL.1958/22,Argentina,ARGENTINA,,NARCOTIC DRUGS,"$a Argentina :$b Laws and regulations promulgated to give effect to the provisions of the Convention of 13 Jul 1931 for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs, as amended by the Protocol of 11 Dec. 1946","$a Argentine :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1958-01-01 0:00:00,1958-01-01 0:00:00,,,,418703,419776,,,n
E/NL.1988/53-59,Argentina,ARGENTINA,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a Argentina :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,$a Argentina :$b Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,,1988-01-01 0:00:00,1988-01-01 0:00:00,,,,421408,,421072,,y
E/NL.1996/20-21,Argentina,ARGENTINA,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a Argentina :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,$a Argentina :$b Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,,1996-01-01 0:00:00,1995-01-01 0:00:00,,,,418577,,420001,,y
E/NL.1980/66-69,Argentina,ARGENTINA,,"NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES
",$a Argentina :$b leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre estupefacientes y sustancias sicotrópicas y sustancias sicotropicas,,,,,1980-01-01 0:00:00,1980-01-01 00:00:00||1979-01-01 00:00:00,,,,,,418201,,n
E/NL.1960/103,Argentina,ARGENTINA,,NARCOTIC DRUGS,"$a Argentine :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,$a Argentina :$b Leyes y reglamentos promulgados para dar efecto a las disposiciones de la Convención de 13 de julio de 1931 para limitar la fabricación y reglamentar la distribución de estupefacientes modificada por el Protocolo de 11 de diciembre de 1946,,,1960-01-01 0:00:00,1958-01-01 0:00:00,,,,,421971,419272,,n
E/NL.1962/40,Argentina,ARGENTINA,,NARCOTIC DRUGS,"$a Argentine :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,$a Argentina :$b Leyes y reglamentos promulgados para dar efecto a las disposiciones de la Convención de 13 de julio de 1931 para limitar la fabricación y reglamentar la distribución de estupefacientes modificada por el Protocolo de 11 de diciembre de 1946,,,1962-01-01 0:00:00,1962-01-01 0:00:00,,,,,419124,421101,,n
E/NL.1959/13,Argentina,ARGENTINA,,NARCOTIC DRUGS,"$a Argentine :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,$a Argentina :$b Leyes y reglamentos promulgados para dar efecto a las disposiciones de la Convención de 13 de julio de 1931 para limitar la fabricación y reglamentar la distribución de estupefacientes modificada por el Protocolo de 11 de diciembre de 1946,,,1959-01-01 0:00:00,1957-01-01 0:00:00,,,,,419010,421448,,n
E/NL.1961/53,Argentina,ARGENTINA,,NARCOTIC DRUGS,"$a Argentine :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,$a Argentina :$b Leyes y reglamentos promulgados para dar efecto a las disposiciones de la Convención de 13 de julio de 1931 para limitar la fabricación y reglamentar la distribución de estupefacientes modificada por el Protocolo de 11 de diciembre de 1946,,,1961-01-01 0:00:00,1961-01-01 0:00:00,,,,,421414,418394,,n
E/NL.1960/43,Argentina,ARGENTINA,,NARCOTIC DRUGS,"$a Argentine :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,$a Argentina :$b Leyes y reglamentos promulgados para dar efecto a las disposiciones de la Convención de 13 de julio de 1931 para limitar la fabricación y reglamentar la distribución de estupefacientes modificada por el Protocolo de 11 de diciembre de 1946,,,1960-01-01 0:00:00,1960-01-01 0:00:00,,,,,420652,418840,,n
E/NL.1958/94-97,Argentina,ARGENTINA,,NARCOTIC DRUGS,"$a Argentine :$b Lois et règlements promulgués pour donner effet aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,$a Argentina :$b Leyes y reglamentos promulgados para dar efecto a las disposiciones de la Convención de 13 de julio de 1931 para limitar la fabricación y reglamentar la distribución de estupefacientes modificada por el Protocolo de 11 de diciembre de 1946,,,1958-01-01 0:00:00,1958-01-01 0:00:00,,,,,418463,420581,,n
E/NL.1975/44-47,Argentina,ARGENTINA,,NARCOTIC DRUGS,$a Argentine :$b Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants,,$a Argentina :$b Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes,,,1975-01-01 0:00:00,1974-01-01 0:00:00,,,,,419842,422050,,n
E/NL.1971/4-7,Argentina,ARGENTINA,,NARCOTIC DRUGS,$a Argentine :$b Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants,,$a Argentina :$b Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes,,,1971-01-01 0:00:00,1971-01-01 0:00:00,,,,,418061,421946,,n
E/NL.1972/1,Argentina,ARGENTINA,,NARCOTIC DRUGS,$a Argentine :$b Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants,,$a Argentina :$b Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes,,,1972-01-01 0:00:00,1972-01-01 0:00:00,,,,,421930,419754,,n
E/NL.1966/5,Argentina,ARGENTINA,,NARCOTIC DRUGS,$a Argentine :$b Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants,,,,,1966-01-01 0:00:00,1965-01-01 0:00:00,,,,,421216,,,n
E/NL.1965/51,Argentina,ARGENTINA,,NARCOTIC DRUGS,$a Argentine :$b Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants,,$a Argentina :$b Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes,,,1965-01-01 0:00:00,1963-01-01 0:00:00,,,,,421281,418483,,n
E/NL.1966/55,Argentina,ARGENTINA,,NARCOTIC DRUGS,$a Argentine :$b Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants,,$a Argentina :$b Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes,,,1966-01-01 0:00:00,1964-01-01 0:00:00,,,,,419828,420635,,n
E/NL.1967/12,Argentina,ARGENTINA,,NARCOTIC DRUGS,$a Argentine :$b Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants,,$a Argentina :$b Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes,,,1967-01-01 0:00:00,1965-01-01 0:00:00,,,,,420223,417942,,n
E/NL.1969/33-34,Argentina,ARGENTINA,,NARCOTIC DRUGS,$a Argentine :$b Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants,,$a Argentina :$b Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes,,,1969-01-01 0:00:00,1969-01-01 0:00:00,,,,,420380,420036,,n
E/NL.1967/42,Argentina,ARGENTINA,,NARCOTIC DRUGS,$a Argentine :$b Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants,,$a Argentina :$b Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes,,,1967-01-01 0:00:00,1967-01-01 0:00:00,,,,,420476,418776,,n
E/NL.1969/42-47,Argentina,ARGENTINA,,NARCOTIC DRUGS,$a Argentine :$b Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants,,,,,1969-01-01 0:00:00,1967-01-01 0:00:00,,,,,419302,,,n
E/NL.1968/48,Argentina,ARGENTINA,,NARCOTIC DRUGS,$a Argentine :$b Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants,,$a Argentina :$b Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes,,,1968-01-01 0:00:00,1968-01-01 0:00:00,,,,,417961,418987,,n
E/NL.1983/42-45,Argentina,ARGENTINA,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a Argentine :$b Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants et les substances psychotropes,,,,,1983-01-01 0:00:00,1983-01-01 0:00:00,,,,,422149,,,y
E/NL.1978/1-4,Argentina,ARGENTINA,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a Argentine :$b Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants et les substances psychotropes,,$a Argentina :$b Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,,1978-01-01 0:00:00,1977-01-01 0:00:00,,,,,422015,422038,,y
E/NL.1983/27-30,Argentina,ARGENTINA,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a Argentine :$b Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants et les substances psychotropes,,,,,1983-01-01 0:00:00,1982-01-01 0:00:00,,,,,421629,,,y
E/NL.1981/42-45,Argentina,ARGENTINA,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a Argentine :$b Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants et les substances psychotropes,,$a Argentina :$b Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,,1981-01-01 0:00:00,1981-01-01 0:00:00,,,,,420433,420928,,y
E/NL.1987/30-36,Argentina,ARGENTINA,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a Argentine :$b Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants et les substances psychotropes,,$a Argentina :$b Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,,1987-01-01 0:00:00,1986-01-01 00:00:00||1987-01-01 00:00:00,,,,,420877,420133,,y
E/NL.1989/17,Argentina,ARGENTINA,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a Argentine :$b Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants et les substances psychotropes,,$a Argentina :$b Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,,1989-01-01 0:00:00,1989-01-01 0:00:00,,,,,419156,421502,,y
E/NL.1986/35,Argentina,ARGENTINA,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a Argentine :$b Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants et les substances psychotropes,,$a Argentina :$b Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,,1986-01-01 0:00:00,1985-01-01 0:00:00,,,,,419137,420539,,y
E/NL.1976/88-97,Argentina,ARGENTINA,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,$a Argentine :$b Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants et les substances psychotropes,,$a Argentina :$b Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,,1976-01-01 0:00:00,1972-01-01 00:00:00||1974-01-01 00:00:00||1971-01-01 00:00:00,,,,,420377,418970,,n
E/NL.1997/6-10,Netherlands,ARUBA,,NARCOTIC DRUGS||PSYCHOTROPIC SUBSTANCES,"$a Aruba, communicated by the Government of the Netherlands :$b Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances",,,,,1997-01-01 0:00:00,1993-01-01 00:00:00||1995-01-01 00:00:00,,,,418074,,,,y
E/NL.1949/64-69,Australia,AUSTRALIA,,NARCOTIC DRUGS,"$a Australia :$b Laws and regulations communicated in compliance with the terms of the Convention for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs of 13 July 1931, as amended by the Protocol of 11 December 1946","$a Australie :$b Lois et règlements communiqués conformément aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1949-01-01 0:00:00,1948-01-01 0:00:00,,,,422045,419175,,,n
E/NL.1949/39-51,Australia,AUSTRALIA,,NARCOTIC DRUGS,"$a Australia :$b Laws and regulations communicated in compliance with the terms of the Convention for Limiting the Manufacture and Regulating the Distribution of Narcotic Drugs of 13 July 1931, as amended by the Protocol of 11 December 1946","$a Australie :$b Lois et règlements communiqués conformément aux dispositions de la Convention du 13 juillet 1931 pour limiter la fabrication et réglementer la distribution des stupéfiants, amendée par le Protocole du 11 décembre 1946",,,,1949-01-01 0:00:00,1945-01-01 0:00:00,,,,419829,420069,,,n
