symbol,79,269,coverage,500,en_245,fr_245,es_245,ru_245,en_id,fr_id,es_id,ru_id,en_020,fr_020,es_020,ru_020,en_022,es_022,fr_022,ru_022,en_710,es_710,fr_710,ru_710,dl
E/1988/88,,1989-01-01 00:00:00,1988-01-01 00:00:00,,"Resolutions and decisions of the Economic and Social Council, organizational session for 1988, New York, 2-5 February and 3 March 1988, first regular session of 1988, New York, 3-27 May 1988 : Economic and Social Council, official records, 1988, supplement no. 1","Résolutions et décisions du Conseil économique et social session, d'organisation pour 1988, New York, 2-5 février et 3 mars 1988, première session ordinaire de 1988, New York, 3-27 mai 1988 : Conseil économique et social documents officiels, 1988, supplément № 1","Resoluciones y decisiones del Consejo Económico y Social, período de sesiones de organización para 1988, Nueva York, 2 a 5 de febrero y 3 de marzo de 1988, primer período ordinario de sesiones de 1988, Nueva York, 3 a 27 de Mayo de 1988 : Consejo Económico y Social, documentos oficiales, 1988 suplemento no. 1",,422140,420436,420487,,,,,,,,,,United Nations. Economic and Social Council,,,,y
E/1981/81,,1981-01-01 00:00:00,1981-01-01 00:00:00,,"Resolutions and decisions of the Economic and Social Council, organizational session for 1981, New York, 3-6 February 1981, first regular session of 1981, New York, 14 April-8 May 1981 : Economic and Social Council official records, 1981, supplement no.1","Résolutions et décisions du Conseil économique et social, session d'organisation pour 1981, New York, 3-6 février 1981,  première session ordinaire de 1981, New York, 14 avril-8 mai 1981 : Conseil  économique et social,  documents officiels, 1981,  supplément n° 1","Resoluciones y decisiones del Consejo Económico y Social, periodo de sesiones de organización para 1981, Nueva York, 3 a 6 de febrero de 1981,  primer periodo ordinario de sesiones de 1981, Nueva York, 14 de abril a 8 de Mayo de 1981  : Consejo Económico y Social, documentos oficiales, 1981,  suplemento no.1",,421437,420102,422137,,,,,,,,,,United Nations. Economic and Social Council,,,,y
E/CN.7/395||E/3385,,1960-01-01 00:00:00,1960-01-01 00:00:00,,"Commission on Narcotic Drugs, report on the fifteenth session, 25 April - 13 May 1960 : Economic and Social Council, official records, thirtieth session, supplement no. 9",,,,422136,,,,,,,,,,,,United Nations. Commission on Narcotic Drugs,,,,y
A/44/20,,1989-01-01 00:00:00,,,"Report of the Committee on the Peaceful Uses of Outer Space : General Assembly, official records, forty-fourth session, supplement no. 20, A/44/20","Rapport du Comité des utilisations pacifiques de l'espace extra-atmosphérique : Assemblée générale, documents officiels, quarante-quatrième session, supplément n° 20, A/44/20","Informe de la Comisión sobre la utilizacion del espacio ultraterrestre con fines pacificos : Asamblea General, documentos oficiales, cuadragesimo cuarto periodo de sesiones, suplemento no. 20, A/44/20",,422135,418312,421478,,,,,,,,,,Committee on the Peaceful Uses of Outer Space,,,,y
E/INCB/58,E/F/S.81.XI.3,1981-01-01 00:00:00,1980-01-01 00:00:00,,Statistics on narcotic drugs for 1980 furnished by governments in accordance with the international treaties,,,,422132,,,,,,,,,,,,International Narcotics Control Board,,,,y
E/INCB/1994/2/Supp.8,,1995-01-01 00:00:00,1993-01-01 00:00:00||1995-01-01 00:00:00,,,,"Suplemento n°. 08 a estupefacientes : previsiones de las necesidades mundiales para 1995, estadísticas para 1993, previsiones actualizadas al 30 de agosto de 1995",,,,422131,,,,,,,,ISSN 1013-8250,,,,Organe international de contrôle des stupéfiants,,y
E/NL.1981/51,,1981-01-01 00:00:00,1981-01-01 00:00:00,,Spain : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,422130,,,,,,,,,,,,,,,,y
E/1994/94,,1995-01-01 00:00:00,1994-01-01 00:00:00,,"Resolutions and decisions of the Economic and Social Council, organizational session for 1994, New York, 25 January and 3 and 4 February 1994, resumed organizational session for 1994, New York, 19 and 20 April 1994, first special session of 1994, New York, 6 June 1994, substantive session of 1994, New York, 27 June-29 July 1994, second special session of 1994, New York, 16 September 1994, resumed","Résolutions et décisions du Conseil économique et social, session d'organisation pour 1994, New York, 25 janvier et 3 et 4 février 1994, reprise de l a session d'organisation pour 1994, New York, 19 et 20 avril 1994, première session extraordinaire de 1994, New York, 6  juin 1994, session de fond de 1994, New York, 27 juin-29  juillet 1994, seconde session extraordinaire de 1994, New York, 16 sept","Resoluciones y decisiones del Consejo Económico y Social período de sesiones de organización para 1994, Nueva York, 25 de enero y 3 y 4 de febrero de 1994, continuación del período de sesiones de organización para 1994 Nueva York, 19 y 20 de abril 1994, primer período extraordinario de sesiones de 1994, Nueva York, 6 de junio de 1994, período de sesiones sustantivo de 1994, Nueva York, 27 de junio",,422127,418470,420757,,,,,,,,,,United Nations. Economic and Social Council,,,,y
E/NL.1981/6,,1981-01-01 00:00:00,1981-01-01 00:00:00,,Netherlands : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,422124,,,,,,,,,,,,,,,,y
E/NL.1996/77,,1996-01-01 00:00:00,1994-01-01 00:00:00,,Sudan : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,422123,,,,,,,,,,,,,,,,y
E/INCB/1995/1,F.96.XI.1,1996-01-01 00:00:00,1995-01-01 00:00:00,,Report of the International Narcotics Control Board for 1995,Rapport de l'Organe international de contrôle des stupéfiants pour 1995,Informe de la Junta Internacional de Fiscalización de Estupefacientes correspondiente a 1995,,421205,422120,418068,,,,,,,,,,International Narcotics Control Board,,,,y
A/37/20,,1982-01-01 00:00:00,1982-01-01 00:00:00,,"Report of the Committee on the Peaceful Uses of Outer Space : General Assembly, official records, thirty-seventh, session supplement no. 20, A/37/20","Rapport du Comité des utilisations pacifiques de l'espace extra-atmosphérique : Assemblée générale, documents officiels, trente-septième session, supplément n° 20, A/37/20","Informe de la Comisión sobre la utilizacion del espacio ultraterrestre con fines pacificos : Asamblea General, documentos oficiales, trigesimo septimo periodo de sesiones, suplemento no. 20, A/37/20",,420579,420165,422115,,,,,,,,,,Committee on the Peaceful Uses of Outer Space,,,,y
E/NL.1981/48-49,,1981-01-01 00:00:00,1981-01-01 00:00:00,,Brazil : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,422114,,,,,,,,,,,,,,,,y
E/INCB/51/Supp.4,E/F/S.81.XI.1/Supp.4,1981-01-01 00:00:00,1981-01-01 00:00:00,,Estimated world requirements of narcotic drugs in 1981 : supplement No. 04,,,,422110,,,,,,,,,,,,International Narcotics Control Board,,,,y
A/36/192,,1981-01-01 00:00:00,1981-01-01 00:00:00,,"Request for the inclusion of a supplementary item in the agenda of the thirty-sixth session : Conclusion of a treaty on the prohibition of the stationing of weapons of any kind in outer space, letter dated 10 august 1981 from the minister for foreign affairs of the Union of Soviet Socialist Republics addressed to the Secretary-General",,,,422108,,,,,,,,,,,,,,,,y
E/INCB/1986/2/Supp.4,,1987-01-01 00:00:00,1987-01-01 00:00:00,,,,Previsiones de las necesidades mundiales de estupefacientes para 1987 : suplemento n°. 04,,,,422106,,,,,,,,ISSN 0082-8327,,,,Organe international de contrôle des stupéfiants,,y
E/NL.1986/1-4,,1986-01-01 00:00:00,1960-01-01 00:00:00||1983-01-01 00:00:00||1968-01-01 00:00:00,,Sweden : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,422103,,,,,,,,,,,,,,,,y
E/NL.1993/43-44,,1993-01-01 00:00:00,1992-01-01 00:00:00,,Spain : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,España : Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,422100,,419369,,,,,,,,,,,,,,y
E/INCB/41,F.79.XI.2,1978-01-01 00:00:00,1978-01-01 00:00:00,,Report of the International Narcotics Control Board for 1978,Rapport de I’Organe international de contrôle des stupéfiants pour 1978,,,420429,422098,,,,,,,,,,,International Narcotics Control Board,,,,y
E/1982/13||E/CN.7/678,,1982-01-01 00:00:00,1982-01-01 00:00:00,,"Commission on Narcotic Drugs, report on the seventh special session, 2-8 February 1982 : Economic and Social Council, official records, 1982, supplement no. 3","Commission des stupéfiants, rapport sur la septième session extraordinaire, 2-8 février 1982 : Conseil économique et social, documents officiels, 1982, supplément n° 3",,,420658,422092,,,,,,,,,,,United Nations. Commission on Narcotic Drugs,,,,y
E/NL.1990/13,,1990-01-01 00:00:00,1990-01-01 00:00:00,,Peru : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,Perú : Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,419686,,422089,,,,,,,,,,,,,,y
E/NL.1987/47-48,,1987-01-01 00:00:00,1986-01-01 00:00:00||1985-01-01 00:00:00,,,Belgique : Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants et les substances psychotropes,,,,422085,,,,,,,,,,,,,,,y
E/NL.1987/27-28,,1987-01-01 00:00:00,1986-01-01 00:00:00,,,Hongrie : Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants et les substances psychotropes,,,,422083,,,,,,,,,,,,,,,y
A/41/20,,1986-01-01 00:00:00,1986-01-01 00:00:00,,"Report of the Committee on the Peaceful Uses of Outer Space : General Assembly, official records, forty-first session, supplement no. 20, A/41/20","Rapport du Comité des utilisations pacifiques de l'espace extra-atmosphérique : Assemblée générale, documents officiels, quarante et unième session, supplément n° 20, a/41/20","Informe de la Comisión sobre la utilizacion del espacio ultraterrestre con fines pacificos : Asamblea General, documentos oficiales, cuadragesimo primer periodo de sesiones, suplemento no. 20, A/41/20",,419069,422082,418699,,,,,,,,,,Committee on the Peaceful Uses of Outer Space,,,,y
E/INCB/60,E/F/S.82.XI.3,1981-01-01 00:00:00,1980-01-01 00:00:00,,,État comparatif des évaluations et des statistiques sur les stupéfiants fournies pour 1980 par les gouvernements conformément aux traités internationaux,,,,422079,,,,,,,,,,,,Junta Internacional de Fiscalización de Estupefacientes,,,y
E/NL.1987/63,,1987-01-01 00:00:00,1988-01-01 00:00:00,,Paraguay : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,Paraguay : Leyes y reglamentos promulgados para dar efecto a las disposiciones de tratados internacionales sobre los estupefacientes y sustancias sicotrópicas,,419751,,422078,,,,,,,,,,,,,,y
E/INCB/38,E.78.XI.1,1977-01-01 00:00:00,1978-01-01 00:00:00,,Estimated world requirements of narcotic drugs in 1978 : statement issued by the International Narcotics Control Board in accordance with the international treaties on narcotic drugs,,,,422075,,,,,,,,,,,,International Narcotics Control Board,,,,y
E/1990/90,,1991-01-01 00:00:00,1990-01-01 00:00:00,,"Resolutions and decisions of the Economic and Social Council, organizational session for 1990, New York, 17 January and 6-9 February 1990, first regular session of 1990, New York, 1-25 May 1990 : Economic and Social Council, official records, 1990, supplement no. 1","Résolutions et décisions du Conseil économique et social, session d'organisation pour 1990, New York, 17 janvier et 6-9 février 1990, première session ordinaire de 1990, New York, 1er-25 mai 1990 : Conseil économique et social, documents officiels, 1990 supplement n° 1","Resoluciones y decisiones del Consejo Económico y Social, período de sesiones de organización para 1990, Nueva York, 17 de enero y 6 a 9 de febrero de 1990, primer período ordinario de sesiones de 1990, Nueva York, 1° a 25 de Mayo de 1990 : Consejo Económico y Social, documentos oficiales, 1990, suplemento no. 1",,421481,422073,418231,,,,,,,,,,United Nations. Economic and Social Council,,,,y
E/NL.1988/75-76,,1988-01-01 00:00:00,1987-01-01 00:00:00,,"Hong Kong, communicated by the Government of the United Kingdom of Great Britain and Northern Ireland : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances",,,,422071,,,,,,,,,,,,,,,,y
E/NL.1996/64,,1996-01-01 00:00:00,1995-01-01 00:00:00,,Portugal : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,422070,,,,,,,,,,,,,,,,y
E/NL.1984/22,,1984-01-01 00:00:00,1983-01-01 00:00:00,,,Égypte : Lois et règlements promulgués pour donner effet aux dispositions des traités internationaux sur les stupéfiants et les substances psychotropes,,,,422069,,,,,,,,,,,,,,,y
E/NL.1981/15-16,,1981-01-01 00:00:00,1981-01-01 00:00:00||1964-01-01 00:00:00,,India : Laws and regulations promulgated to give effect to the provisions of the international treaties on narcotic drugs and psychotropic substances,,,,422063,,,,,,,,,,,,,,,,y
E/INCB/38/Supp.3,E/F/S.78.XI.1/Supp.3,1978-01-01 00:00:00,1978-01-01 00:00:00,,,Évaluations des besoins du monde en stupéfiants pour 1978 : supplément N°. 03,,,,422058,,,,,,,,,,,,Junta Internacional de Fiscalización de Estupefacientes,,,y
E/INCB/57/Supp.6,E/F/S.82.XI.2/Supp.6,1982-01-01 00:00:00,1982-01-01 00:00:00,,,Évaluations des besoins du monde en stupéfiants pour 1982 : supplément n° 6,,,,420531,,,,,,,,,,,,Junta Internacional de Fiscalización de Estupefacientes,,,y
